ilce_adi,mahalle_adi,sulanabilir_alanda_yetistirilen_urunler1,sulanabilir_alanda_yetistirilen_urunler2,sulanabilir_alanda_yetistirilen_urunler3,sulanabilir_alanda_yetistirilen_urunler4,sulanabilir_alanda_yetistirilen_urunler5,sulanabilir_alanda_yetistirilen_urunler6,sulanabilir_alanda_yetistirilen_urunler7,sulanabilir_alanda_yetistirilen_urunler8,sulanabilir_alanda_yetistirilen_urunler9,sulanabilir_alanda_yetistirilen_urunler10
Hüyük,DEĞİRMENALTI,ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,GÖÇERİ,ÇİLEK, FASULYE, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK,YOK
Hüyük,GÖRÜNMEZ,BUĞDAY, ŞEKER PANCARI, ÇİLEK, CEVİZ, DOMATES, BİBER, SOĞAN,YOK,YOK,YOK
Hüyük,İLMEN,KİRAZ, VİŞNE, ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,İMRENLER,ŞEKER PANCARI, ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,KIRELİ,ŞEKER PANCARI, ELMA, KİRAZ, CEVİZ,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,KÖŞK,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,MUTLU,ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,PINARBAŞI,KİRAZ, VİŞNE, YONCA, FASULYE, DOMATES,YOK,YOK,YOK,YOK,YOK
Hüyük,SELKİ,ŞEKER PANCARI, MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,SULUDERE,ELMA, KİRAZ, ÇİLEK, ARMUT,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,TOLCA,ARPA, ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Hüyük,YENİCE,ŞEKER PANCARI, MISIR, ELMA, KİRAZ, ÇİLEK,YOK,YOK,YOK,YOK,YOK
Ilgın,ARGITHANI,ŞEKER PANCARI, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BEYKONAK,ŞEKER PANCARI, MISIR, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇAVUŞÇUGÖL,ŞEKER PANCARI, AYÇİÇEĞİ, ELMA, KİRAZ, YONCA, FASULYE, DOMATES, BİBER, PATLICAN, PATATES
Ilgın,AĞALAR,ŞEKER PANCARI, MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BALKI,YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BARAKMUSLU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BELEKLER,NOHUT, YULAF, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BOĞAZKENT,ŞEKER PANCARI, ELMA, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BULCUK,ŞEKER PANCARI, ELMA, VİŞNE, CEVİZ,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,BÜYÜKOBA,ŞEKER PANCARI, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇİĞİL,ŞEKER PANCARI, NOHUT, PATLICAN, PATATES, SOĞAN,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇATAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇOBANKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ÇÖMLEKCİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,DEREKÖY,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,DIĞRAK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,DÜĞER,BUĞDAY, ARPA, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ELDEŞ,BUĞDAY, ARPA, ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GEÇİT,ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GEDİKÖREN,ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖSTERE,ŞEKER PANCARI, AYÇİÇEĞİ, NOHUT, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖKÇEYURT,ELMA, KİRAZ, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖLYAKA,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÖKBUDAK,ŞEKER PANCARI, ÇİLEK, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,GÜNEYPINAR,KİRAZ, YONCA, DOMATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,HARMANYAZI,ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,İHSANİYE,ŞEKER PANCARI, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,KAPAKLI,BUĞDAY, ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,KARAKÖY,ŞEKER PANCARI, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,KALEKÖY,BUĞDAY, MISIR, NOHUT,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,MAHMUTHİSAR,ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,MECİDİYE,ŞEKER PANCARI, MISIR, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,MİSAFİRLİ,MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,OLUKPINAR,MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ORHANİYE,ŞEKER PANCARI, MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ORMANÖZÜ,AYÇİÇEĞİ, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,SADIKKÖY,ARPA, ŞEKER PANCARI, MISIR, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,SEBİLLER,HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,TEKELER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,YUKARIÇİĞİL,ŞEKER PANCARI, MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,YORAZLAR,ŞEKER PANCARI, MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,ZAFERİYE,ŞEKER PANCARI, YONCA, HAŞHAŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Ilgın,AVDAN,YONCA, BİBER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,OSMANCIK,MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,AFŞARLI,BUĞDAY, ARPA, ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ALABAĞ,YONCA, DOMATES, BİBER, PATLICAN,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ATLANTI,MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BAKIRPINAR,BUĞDAY, ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BAŞKUYU,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BAYRAMLI,ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BEYKAVAĞI,KİRAZ, VİŞNE, ÇİLEK, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,BULGURPINAR,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÇAVDAR,ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÇEŞMECİK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÇUBUK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,DEMİROLUK,BUĞDAY, ARPA, ELMA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,HACIMEHMETLİ,BUĞDAY, ŞEKER PANCARI, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,HACIOFLAZLAR,BUĞDAY, ARPA, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,HACIPİRLİ,ŞEKER PANCARI, AYÇİÇEĞİ, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KABACALI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KAMIŞLIÖZÜ,BUĞDAY, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARAHİSARLI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARAKURTLU,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARASEVİNÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KARAYÜRÜKLÜ,ŞEKER PANCARI, YONCA, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KIZILKUYU,BUĞDAY, ARPA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KOLUKISA,MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KONURÖREN,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KÖKEZ,ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KÖYLÜTOLU,BUĞDAY, ARPA, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KURTHASANLI,ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,KÜÇÜKKUYU,ŞEKER PANCARI, MISIR, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,MAHMUDİYE,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,MEYDANLI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ÖRNEK,MERCİMEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,PİRALİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,PUSAT,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,SAÇIKARA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, BİBER, SOĞAN,YOK,YOK,YOK,YOK,YOK
Kadınhanı,SARIKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,SÖĞÜTÖZÜ,MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,ŞAHÖREN,MISIR, YONCA, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,TOSUNOĞLU,BUĞDAY, ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,YAĞLICA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kadınhanı,YAYLAYAKA,ŞEKER PANCARI, NOHUT, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,HOTAMIŞ,BUĞDAY, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KESMEZ,KAVUN, KARPUZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,AKÇAYAZI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,AKÖREN,BUĞDAY, ŞEKER PANCARI, MISIR, YONCA, DOMATES, HAVUÇ,YOK,YOK,YOK,YOK
Karapınar,ÇİĞİL,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,HASANOBA,BUĞDAY, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,İSLİK,BUĞDAY, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KARAKIŞLA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KAYACIK,BUĞDAY, ARPA, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK
Karapınar,KAYALI,ŞEKER PANCARI, MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KAZANHÜYÜĞÜ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,KÜÇÜKAŞLAMA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,ORTAOBA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,OYMALI,DOMATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,SAZLIPINAR,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,YAĞMAPINAR,DOMATES, BİBER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,YENİKUYU,BUĞDAY, ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karapınar,YEŞİLYURT,ARPA, ŞEKER PANCARI, MISIR, YONCA, SARIMSAK,YOK,YOK,YOK,YOK,YOK
Karatay,YARMA,BUĞDAY, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ACIDORT,BUĞDAY, ARPA, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,AĞSAKLI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,AKBAŞ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,AKÖRENKIŞLA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,BAKIRTOLU,BUĞDAY, ARPA, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK
Karatay,BAŞGÖTÜREN,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,BEŞAĞIL,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,BÜYÜKBURNAK,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ÇENGİLTİ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,DİVANLAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ESENTEPE,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,GÖÇÜ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,HAYIROĞLU MERKEZ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,İPEKLER,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,İSMİL,BUĞDAY, ARPA, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK
Karatay,KARADONA,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KARAKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KATRANCI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KIZÖREN,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,KÖSEALİ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,OBRUK,BUĞDAY, ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,OVAKAVAĞI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,SAKYATAN,BUĞDAY, MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,SÜRÜÇ,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ŞATIR,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YAĞLIBAYAT,BUĞDAY, ŞEKER PANCARI, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YAVŞANKUYU,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YENİCE,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,YENİKENT,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK,YOK
Karatay,ZİNCİRLİ,BUĞDAY, ARPA, MISIR, AYÇİÇEĞİ, YONCA,YOK,YOK,YOK,YOK,YOK
Kulu,ACIKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,AĞILBAŞI,NOHUT, KANOLA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ALTILAR,NOHUT, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ARŞINCA,NOHUT, MERCİMEK, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BEŞKARDEŞ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BOĞAZÖREN,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BOZAN,MERCİMEK, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BURUNAĞIL,FASULYE, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,CANIMANA,YULAF, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,CELEP,ŞEKER PANCARI, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,DİPDEDE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,DOĞUTEPE,NOHUT, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,FEVZİYE,ŞEKER PANCARI, NOHUT, KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,GÖKLER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,GÜZELYAYLA,ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,HİSAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KARACADAĞ,NOHUT, MERCİMEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KARACADERE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KIRKKUYU,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KIRKPINAR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KOZANLI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KÖMÜŞİNİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,KÖŞKER,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,SARIYAYLA,ŞEKER PANCARI, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,SEYİTAHMETLİ,BUĞDAY, ARPA, NOHUT,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,SOĞUKKUYU,BUĞDAY, NOHUT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ŞEREFLİ,MERCİMEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,TAVLIÖREN,NOHUT, MERCİMEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ÖMERANLI,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,TUZYAKA,BUĞDAY, ŞEKER PANCARI, MERCİMEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YARAŞLI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YAZIÇAYIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YEŞİLTEPE,KİMYON,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,YEŞİLYURT,BUĞDAY, MERCİMEK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,ZİNCİRLİKUYU,BUĞDAY, ŞEKER PANCARI,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,BAHADIRLI,ŞEKER PANCARI, MISIR, AYÇİÇEĞİ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Kulu,DEĞİRMENÖZÜ,MISIR, YONCA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,ERENKAYA,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,YATAĞAN,DOMATES, BİBER, PATLICAN, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Meram,GÖKYURT,ELMA, ÜZÜM, PATATES, SOĞAN,YOK,YOK,YOK,YOK,YOK,YOK
Meram,BAYAT,BUĞDAY, NOHUT,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,BORUKTOLU,BUĞDAY, ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,BOTSA,BUĞDAY, ŞEKER PANCARI, MISIR,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,ÇAYIRBAĞI,ELMA, KİRAZ, VİŞNE, ERİK, FASULYE, DOMATES, BİBER, PATLICAN, PATATES,YOK
Meram,ÇOMAKLAR,ELMA, KİRAZ, ÜZÜM, FASULYE, PATATES,YOK,YOK,YOK,YOK,YOK
Meram,ÇUKURÇİMEN,KİRAZ, PATATES, SOĞAN,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,EVLİYATEKKE,BUĞDAY, ARPA, ELMA, ÇİLEK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,HATUNSARAY,ŞEKER PANCARI, MISIR, FASULYE, DOMATES, BİBER,YOK,YOK,YOK,YOK,YOK
Meram,İKİPINAR,FASULYE, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,İLYASBABA,YONCA, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Meram,İNLİCE,DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KARAAĞAÇ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAVAK,ŞEKER PANCARI, MISIR, NOHUT, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAYADİBİ,ŞEKER PANCARI, MISIR, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAYALI,NOHUT, ELMA, KİRAZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAYHÜYÜK,DOMATES, BİBER, PATLICAN, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KIZILÖREN,ÇİLEK, FASULYE, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK,YOK
Meram,KUMRALI,ÇİLEK, DOMATES, BİBER, PATLICAN, PATATES,YOK,YOK,YOK,YOK,YOK
Meram,SADIKLAR,ELMA, KİRAZ, ÇİLEK, DOMATES, BİBER, PATATES,YOK,YOK,YOK,YOK
Meram,SAĞLIK,MISIR, ÇİLEK, PATATES,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,SARIKIZ,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,SEFAKÖY,BUĞDAY, ÇİLEK, FASULYE,YOK,YOK,YOK,YOK,YOK,YOK,YOK
Meram,YEŞİLDERE,DOMATES, BİBER, PATLICAN, PATATES,YOK,YOK,YOK,YOK,YOK,YOK
Meram,YEŞİLTEKKE,KİRAZ, FASULYE, PATATES, SOĞAN,YOK,YOK,YOK,YOK,YOK,YOK
Meram,KAŞINHANI,ŞEKER PANCARI, DOMATES, HAVUÇ, PIRASA, MARUL, LAHANA,YOK,YOK,YOK,YOK
